"INVOICENUMBER";"PRODUCTNUMBER";"PRODUCTDESCRIPTION";"INVOICEDQUANTITY";"SALESPRICE";"LINEAMOUNT";"LINETOTALTAXAMOUNT";"LINETOTALDISCOUNTAMOUNT";"LINETOTALCHARGEAMOUNT"
FCB-06419-00017397;CRSC11016-C001_41_1;"Zuecos Crocs Crocband
Tus veranos ya no serán iguales con los Zuecos Crocs Crocband. Este calzado hecho con una goma de alta calidad, te acompaña por muchos veranos dándote comodidad y frescura durante todo el tiempo que lo lleves puesto. Están hechos con material Crosslite,";1.0;32199.0;26610.74;5588.26;0.0;0.0
FCB-06419-00017398;TO166190_M_1;"Traje De Baño Slim Cm
Traje De Baño Slim Cm";1.0;27499.0;22726.45;4772.55;0.0;0.0
FCB-05028-00001107;LONAFW231000_1_1;Riñonera Lotto Active;1.0;29999.0;24792.56;5206.44;0.0;0.0
FCB-05028-00001108;InFin;"Intereses Financieros
Intereses punitorios";1.0;3037.72;2510.51;527.21;0.0;0.0
FCB-05028-00001108;SegVida;"Seguro de vida
Para conceptos de seguro de vida";1.0;867.92;717.29;150.63;0.0;0.0
FCB-06260-00020183;HYHNLZDU013B_SR_1;"Antiparra Hydro Champ 2.0
Las antiparras Hydro Champ 2.0 fueron creadas para aquellas personas que se estén iniciando en la natación. Vienen con un estuche de PVC con Ziploc para que las puedas guardar en tu mochila o bolso. Posee una cinta doble que se ajusta para un mayor contr";1.0;4699.0;3883.47;815.53;0.0;0.0
FCB-06382-00013898;RI6169122487_43.44_1;"Ojotas Rider Speed Slide
El complemento perfecto para tus shorts en esta primavera - verano, las Ojotas Rider Speed Slide Ad están diseñadas con un estilo clásico que no te puede faltar. Con una comodidad ligera y fácil de usar, presentan una nueva espuma más suave que se siente";1.0;12999.0;10742.98;2256.02;0.0;0.0
FCB-06382-00013898;TO166539_M_1;"Short Topper Slim
Short Topper Slim";1.0;30899.0;25536.36;5362.64;0.0;0.0
FCB-05023-00003233;InFin;"Intereses Financieros
Intereses punitorios";1.0;7499.85;6198.22;1301.63;0.0;0.0
FCB-05023-00003233;SegVida;"Seguro de vida
Para conceptos de seguro de vida";1.0;1999.96;1652.86;347.1;0.0;0.0
FCB-05049-00003968;PU079133-08_100_1;Mochila Puma Academy;1.0;52499.0;43387.6;9111.4;0.0;0.0
FCB-05049-00003968;NI45B914-P3R_S_1;"Buzo Jordan Jumpman Sustainable
Buzo Jordan Jumpman Sustainable";1.0;53899.0;44544.63;9354.37;0.0;0.0
FCB-05049-00003968;HV41470950121_37/38_1;Ojotas Havaianas Slim Gloss;1.0;9399.0;7767.77;1631.23;0.0;0.0
FCB-05049-00003968;HV41470953606_37/38_1;Ojotas Havaianas Slim Gloss;1.0;9399.0;7767.77;1631.23;0.0;0.0
FCB-05049-00003968;ADHP9666_9.5K_1;"Zapatillas adidas Nmd 360
Zapatillas adidas Nmd 360";1.0;56999.0;47106.61;9892.39;0.0;0.0
FCB-05023-00003234;LONISS22032_L_1;"Remera Lotto Dinamico
La Remera Lotto Dinámico está confeccionada en un tejido suave y absorbente para que te mantengas seco y cómodo todo el tiempo, cuenta con un ajuste regular manga corta para mayor comodidad y cuello redondo que te mantendrán enfocado en tu rutina o en tu";1.0;14999.0;12395.87;2603.13;0.0;0.0
FCB-05023-00003234;UA3025944-001_11_1;"Zapatillas Charged Assert 9 Camo Lg
Zapatillas Charged Assert 9 Camo Lg";1.0;71999.0;59503.3;12495.7;0.0;0.0
FCB-05023-00003234;LONISS230169_M_1;"Remera Lotto Seamless Calm
Remera Lotto Seamless Calm";1.0;16999.0;11941.45;2507.7;2107.31;0.0
FCB-05023-00003234;LONISS22024_M_1;"Remera Lotto Maestro Plr
Remera Lotto Maestro Plr";1.0;12499.0;10329.75;2169.25;0.0;0.0
FCB-05049-00003969;COD5602101_L_1;"Calza Converse Splat Biker
Calza Converse Splat Biker";1.0;29899.0;24709.92;5189.08;0.0;0.0
FCB-05036-00003308;HV41460540090_41/42_1;Ojotas Havaianas Hybrid City;1.0;14499.0;11982.64;2516.36;0.0;0.0
FCB-05023-00003235;NIDZ2875-100_S_1;"Remera Nike Sportswear Club Plus
Remera Nike Sportswear Club Plus";1.0;38499.0;31817.36;6681.64;0.0;0.0
FCB-06262-00035285;HYHNLZDU012ACQ_JR_1;"Antiparra Hydro Champ 2.0
Las antiparras Hydro Champ Jr 20 traen un diseño y la comodidad renovada para los más chicos. Están hechos de silicona y poseen ajuste con correa que permite adaptarlo a la medida justa de cada uno. Incluyen protección UV y Anti-Fog, lo que hace que nunc";1.0;3699.0;3057.02;641.98;0.0;0.0
FCB-06262-00035285;HYHNGZEU007NU_JR_1;"Gorra Hydro P.U Polyflex 3.0
La Gorra Hydro Pu Polyflex 3.0 de silicona protege el cabello de los más chicos mientras hacen natación. Confeccionada con un diseño minimalista y el logo de la marca en uno de sus laterales, es el accesorio perfecto para su entrenamiento bajo el agua. E";1.0;5699.0;4709.92;989.08;0.0;0.0
FCB-05023-00003236;LONISS22032_XL_1;"Remera Lotto Dinamico
La Remera Lotto Dinámico está confeccionada en un tejido suave y absorbente para que te mantengas seco y cómodo todo el tiempo, cuenta con un ajuste regular manga corta para mayor comodidad y cuello redondo que te mantendrán enfocado en tu rutina o en tu";1.0;14999.0;12395.87;2603.13;0.0;0.0
FCB-05023-00003236;LONISS230258_L_1;"Short Lotto Team
Short Lotto Team";1.0;27999.0;23139.67;4859.33;0.0;0.0
FCB-06260-00020182;HYHNLZDU013B_SR_1;"Antiparra Hydro Champ 2.0
Las antiparras Hydro Champ 2.0 fueron creadas para aquellas personas que se estén iniciando en la natación. Vienen con un estuche de PVC con Ziploc para que las puedas guardar en tu mochila o bolso. Posee una cinta doble que se ajusta para un mayor contr";1.0;4699.0;3883.47;815.53;0.0;0.0
FCB-06260-00020184;PU377136-01_10_1;"Zapatillas Puma Disperse Xt 2
Lucí con estilo en tus entrenamientos o en tu día a día gracias a las renovadas Zapatillas Puma Disperse Xt 2, te brinda mejores y amortiguadas pisadas que te harán sentir seguro y confiado en cualquier momento que las lleves puestas. Tus jornadas de ent";1.0;76999.0;63635.54;13363.46;0.0;0.0
FCB-06228-00027216;PU307995-01_7_1;"Zapatillas Puma Bmw Mms
Zapatillas Puma Bmw Mms";1.0;124999.0;61982.98;13016.42;41321.98;0.0
FCB-06260-00020185;HYHNLZDU017P_SR_1;"Antiparra Hydro Mask 21
No pierdas de vista tus objetivos con las renovadas Antiparras Hydro Mask 21, son ideas para cada entrenamiento. Sus lentes de policarbonato y su amplio borde de silicona, te brindan gran capacidad de succión y seguridad en cada movimiento, protegiendo e";1.0;8699.0;7189.26;1509.74;0.0;0.0
FCB-06228-00027217;PU107641-01_10_1;"Botines Puma Ultra Match Fg/ag
Botines Puma Ultra Match Fg/ag";1.0;135999.0;67437.52;14161.88;44958.35;0.0
FCB-06260-00020186;NIDD9294-001_8.5_1;"Zapatillas Nike Downshifter 12
Las Zapatillas Nike Downshifter 12 son perfectas para tus días de running, la malla superior te brinda comodidad transpirable, con ranuras flexibles en la suela te da mejor tracción, reacción, y amortiguación en cada pisada, además el logotipo swoosh met";1.0;99999.0;82643.8;17355.2;0.0;0.0
FCB-00014-00-83063;PU386465-33_7.5_1;"Zapatillas Puma X-ray Speed
Zapatillas Puma X-ray Speed";1.0;114999.0;57024.3;11975.1;38016.2;0.0
FCB-06228-00027218;ADHD6825_L_1;"Calza adidas Essentials Corta
Calza adidas Essentials Corta";1.0;44999.0;37189.26;7809.74;0.0;0.0
FCB-06260-00020192;LONISS230090_L_1;"Bermuda Lotto Smart Classic
Bermuda Lotto Smart Classic";1.0;19999.0;14048.88;2950.27;2479.22;0.0
FCB-06260-00020189;PU906807-01_110_1;"Pack de medias Puma Invisible
El pack de medias Puma invisible contiene 3 pares de medias que podes usar para una máxima comodidad durante todo el día. Confeccionadas en algodón y elastano, su forma anatómica encaja perfectamente en tus pies y zapatillas.";1.0;6399.0;5288.43;1110.57;0.0;0.0
FCB-06592-00016390;NIFB6451-655_LXL_1;"Gorra Nike Dri-fit Novelty Club
Gorra Nike Dri-fit Novelty Club";1.0;31499.0;26032.23;5466.77;0.0;0.0
FCB-06474-00017648;NIFD9082-100_9_1;"Zapatillas Nike Air Max 1
Zapatillas Nike Air Max 1";1.0;213999.0;176858.68;37140.32;0.0;0.0
FCB-06474-00017649;NIAR4161-001_2.5Y_1;Zapatillas Nike Pico 5;1.0;40999.0;33883.47;7115.53;0.0;0.0
FCB-06262-00035289;LOISS22086_M_1;Traje de Baño Lotto Geometric;1.0;21999.0;18180.99;3818.01;0.0;0.0
FCB-06262-00035289;PU938020-04_35-39_1;"Pack De Medias Puma Heart Short
Pack De Medias Puma Heart Short";1.0;6599.0;5453.72;1145.28;0.0;0.0
FCB-06592-00016389;TO89023_34_1;"Zapatillas Topper Serra
Zapatillas Topper Serra";1.0;67399.0;55701.65;11697.35;0.0;0.0
FCB-06592-00016389;PU392781-03_2.5_1;"Zapatillas Puma Cali Dream Lth
Zapatillas Puma Cali Dream Lth";1.0;84999.0;70247.11;14751.89;0.0;0.0
FCB-06592-00016389;NIDH9765-200_6Y_1;"Zapatillas Nike Dunk Low
Zapatillas Nike Dunk Low";1.0;132999.0;109916.53;23082.47;0.0;0.0
FCB-06262-00035290;TO25754_37_1;"Zapatillas Topper Rack
Zapatillas Topper Rack";1.0;53999.0;44627.28;9371.72;0.0;0.0
FCB-06262-00035290;TO172962_UNI_1;"Mochila Topper Team
Mochila Topper Team";1.0;31099.0;25701.65;5397.35;0.0;0.0
FCB-06262-00035290;PU906807-15_1_1;"Pack de medias Puma Invisible
El pack de medias Puma Invisible Sneakers está confeccionado en algodón, poliamida y elastano para una máxima comodidad y libertad de movimiento en todo el día. Contiene 3 pares de medias con el logo PUMA Cat que te acompañarán en cualquier actividad que";1.0;6399.0;5288.43;1110.57;0.0;0.0
FCB-06262-00035291;HE21745_U_1;"Mochila Head Combinado
Mochila Head Combinado";1.0;21599.0;17850.41;3748.59;0.0;0.0
FCB-06262-00035291;LONASS23904_39-45_1;"Pack De Medias Lotto Flow
Pack De Medias Lotto Flow";1.0;4299.0;3304.96;694.04;247.93;0.0
FCB-06262-00035291;LONASS23901_39-45_1;"Pack De Medias Lotto Flow
Pack De Medias Lotto Flow";1.0;4299.0;3552.89;746.11;0.0;0.0
FCB-06262-00035292;LONC213389AI1_38_1;"Ojotas Lotto Oceania
Ojotas Lotto Oceania";1.0;20999.0;15371.07;3227.93;1983.48;0.0
FCB-06592-00016388;PU392307-04_4.5_1;Zapatillas Puma Mayze Metal / Zapatillas Puma Mayze Metal;-1.0;158999.0;-62285.56;-16556.92;0.0;0.0
FCB-06592-00016388;PU392307-04_5_1;"Zapatillas Puma Mayze Metal
Zapatillas Puma Mayze Metal";1.0;158999.0;62285.56;16556.92;69118.57;0.0
FCB-06228-00027281;NICW4554-101_7_1;"Zapatillas Nike Air Max Sc
Zapatillas Nike Air Max Sc";1.0;119999.0;99172.73;20826.27;0.0;0.0
FCB-06228-00027282;DI79800100010_41_1;"Botines Diadora Torneo Campo
Botines Diadora Torneo Campo";1.0;33999.0;28098.35;5900.65;0.0;0.0
FCB-06474-00017687;NI553558-515_8_1;"Zapatillas Jordan Air 1 Low
Zapatillas Jordan Air 1 Low";1.0;174999.0;144627.27;30371.73;0.0;0.0
FCB-06227-00029395;PU377736-07_9_1;"Zapatillas Puma Aviator Eng Pro
LAs jornadas de running ya son parte de tu vida y con las Zapatillas Puma Aviator Eng Pro tendrás todo lo necesario para que saquen lo mejor de vos. Tiene una entresuela ProFoam de EVA que amortigua las caídas y hace suave cada uno de tus pasos. Su suela";1.0;69999.0;30371.46;6378.01;27478.95;0.0
FCB-06472-00008705;NIDZ2522-001_9_1;"Zapatillas Nike Air Force 1 Low 07 Lv8s
Zapatillas Nike Air Force 1 Low 07 Lv8s";1.0;199999.0;142148.76;29851.24;23139.67;0.0
FCB-00014-00083064;RI61690AA630_38_1;"Sandalias Rider Free Style Sand
Las Sandalias Rider Free Style Sand Ad se ajustan a tus pies para acompañarte en todas tus aventuras. Se encuentran confeccionadas en PVC, con un diseño ergonómico para brindarte comodidad junto a la plantilla muy cómoda y suela antideslizante.. El color";1.0;16699.0;13800.83;2898.17;0.0;0.0
FCB-00014-00083065;SE7750505_UNICO_1;Antiparras Speed Namazu;1.0;14699.0;12147.93;2551.07;0.0;0.0
FCB-00014-00083065;PU906978-07_35-39_1;"Pack de medias Puma Quarter
El pack de medias Puma Training contiene tres pares de medias y están confeccionadas en un 80% de algodón, 15% poliamida y 5% de elastano, lo que te proporciona comodidad y libertad de movimiento durante todo el día. Su diseño incorpora un pequeño PUMA e";1.0;6399.0;5288.43;1110.57;0.0;0.0
FCB-00014-00083065;PU377579-01_9.5_1;"Zapatillas Puma Softride Enzo Evo Camo
Zapatillas Puma Softride Enzo Evo Camo";1.0;89999.0;44627.61;9371.79;29751.73;0.0
FCB-06228-00027284;TO24356_37_1;"Zapatillas Topper Capitan Tt
Las Zapatillas Topper Capitan Tt son ideales para los amantes de la moda. Su capellada cuenta con un diseño liviano para poder combinarlas con cualquier outfit y su suela de goma con propiedades antideslizantes mantienen la estabilidad que necesitas en t";1.0;55499.0;45866.94;9632.06;0.0;0.0
FCB-06592-00016432;NI553558-041_8_1;"Zapatillas Jordan Air 1 Low
Zapatillas Jordan Air 1 Low";1.0;174999.0;144627.27;30371.73;0.0;0.0
FCB-06228-00027285;LONC0323736_6_1;"Zapatillas Lotto Runner Plus 95
Zapatillas Lotto Runner Plus 95";1.0;55999.0;46280.16;9718.84;0.0;0.0
FCB-06228-00027285;LONC0323735_5.5_1;"Zapatillas Lotto Runner Plus 95
Zapatillas Lotto Runner Plus 95";1.0;55999.0;46280.17;9718.83;0.0;0.0
FCB-06591-00017486;NIFD1244-100_XL_1;"Remera Nike Big Swoosh Lbr
Remera Nike Big Swoosh Lbr";1.0;48799.0;40329.75;8469.25;0.0;0.0
FCB-06591-00017486;PU090255-03_100_1;"Mochila Puma Downtown
Mochila Puma Downtown";1.0;68999.0;57023.97;11975.03;0.0;0.0
FCB-06591-00017486;NI553558-041_8_1;"Zapatillas Jordan Air 1 Low
Zapatillas Jordan Air 1 Low";1.0;174999.0;144627.27;30371.73;0.0;0.0
FCB-06591-00017486;NIFN7488-133_12_1;"Zapatillas Nike Dunk Low
Zapatillas Nike Dunk Low";1.0;159999.0;132230.58;27768.42;0.0;0.0
FCB-06228-00027300;UBU11L00532-6531_S_1;"Remera Umbro Chest
Remera Umbro Chest";1.0;11999.0;9916.53;2082.47;0.0;0.0
FCB-06228-00027300;UBU12TW00240-6577_M_1;"Short Umbro Parana
Short Umbro Parana";1.0;13199.0;10908.26;2290.74;0.0;0.0
FCB-06228-00027300;TO165801_M_1;"Remera Topper Push
Remera Topper Push";1.0;26399.0;21817.36;4581.64;0.0;0.0
FCB-06228-00027315;LONISS230227_S_1;"Top Lotto Run Empowerment
Top Lotto Run Empowerment";1.0;20999.0;17354.55;3644.45;0.0;0.0
FCB-06228-00027320;LONIFW230076_XL_1;Remera Lotto Smart;1.0;13999.0;8676.86;1822.14;2892.56;0.0
FCB-06228-00027306;NICD4165-001_8_1;"Zapatillas Nike Air Max Excee
Lucí con estilo en tus entrenamientos o en tu día a día gracias a las Zapatillas Nike Air Max Excee, su tecnología Air max te brinda mejores y amortiguadas pisadas que te harán sentir seguro y confiado en cualquier momento que las lleves puestas.";1.0;149999.0;123966.12;26032.88;0.0;0.0
FCB-06228-00027307;NICW4554-101_6_1;"Zapatillas Nike Air Max Sc
Zapatillas Nike Air Max Sc";1.0;119999.0;99172.73;20826.27;0.0;0.0
FCB-06228-00027309;DUUTPVFV010Z_Z_1;"Tubo De Pelotas Dunlop Fort All Court
Sentite un profesional con la Pelota Dunlop Fort All Court, utilizada en los Masters de Montecarlo, Madrid y Roma. Tiene un núcleo HD de Dunlop, que le suma una mayor durabilidad y asegura un producto infalible.";1.0;14099.0;11652.07;2446.93;0.0;0.0
FCB-06473-00020885;FRF23510-021_U_1;"Mochila Fjallraven Kanken
Mochila Fjallraven Kanken";1.0;145999.0;120660.33;25338.67;0.0;0.0
FCB-06260-00020249;PU107645-03_7_1;"Botines Puma Ultra Play Fg/ag
Botines Puma Ultra Play Fg/ag";1.0;99999.0;49586.28;10413.12;33057.52;0.0
FCB-06260-00020250;LONISS230316_XS_1;"Remera Lotto Active Msp Cross
Remera Lotto Active Msp Cross";1.0;19999.0;14048.88;2950.27;2479.22;0.0
FCB-06228-00027310;PU892570-01_28-31_1;"Pack De Medias Puma Invisible
Pack De Medias Puma Invisible";1.0;4699.0;3883.47;815.53;0.0;0.0
FCB-06228-00027310;ADIC1329_S_1;"Medias adidas T Spw Ns
Medias adidas T Spw Ns";1.0;7499.0;6197.52;1301.48;0.0;0.0
FCB-06260-00020251;LONISS230051_L_1;"Remera Lotto Smart Summer
Remera Lotto Smart Summer";1.0;18999.0;13346.4;2802.75;2355.25;0.0
FCB-06260-00020252;DUUTPVFV009Z_Z_1;Tubo de pelotas Dunlop Atp X3;1.0;13399.0;11073.55;2325.45;0.0;0.0
FCB-06228-00027311;RI83336AD474_37_1;"Ojotas Rider Splash Iv
Ojotas Rider Splash Iv";1.0;14299.0;11817.36;2481.64;0.0;0.0
FCB-06228-00027311;TO84481_31_1;"Zapatillas Topper Costa Li Mid
Zapatillas Topper Costa Li Mid";1.0;57099.0;47189.26;9909.74;0.0;0.0
FCB-06228-00027311;PU397071-01_4.5_1;"Zapatillas Puma Carina Street Mid
Zapatillas Puma Carina Street Mid";1.0;114999.0;95040.48;19958.52;0.0;0.0
FCB-06228-00027311;LOISS22219_12_1;Traje de Baño Lotto Smart;1.0;17999.0;14875.21;3123.79;0.0;0.0
FCB-06228-00027311;LONISS230076_12_1;"Short Lotto Athletica Due Infantil
Short Lotto Athletica Due Infantil";1.0;13999.0;9834.01;2065.14;1735.41;0.0
FCB-06228-00027312;PU388947-14_5_1;Zapatillas Puma Electron 2.0;1.0;89999.0;48346.57;10152.78;26032.77;0.0
FCB-06228-00027313;UBU21TW00024-6577_U_1;"Medias Umbro Lines
Medias Umbro Lines";1.0;4399.0;3635.53;763.47;0.0;0.0
FCB-06228-00027313;UBU21TW00024-7720_U_1;"Medias Umbro Lines
Medias Umbro Lines";1.0;4399.0;3635.54;763.46;0.0;0.0
FCB-06228-00027314;PU677178-03_M_1;"Musculosa Puma Essentials Logo
Musculosa Puma Essentials Logo";1.0;17599.0;14544.63;3054.37;0.0;0.0
FCB-06592-00016447;FIF02L00178-980_39_1;"Zapatillas Fila Acd Mid
Zapatillas Fila Acd Mid";1.0;123499.0;102065.29;21433.71;0.0;0.0
FCB-06591-00017489;NIDV0788-102_7_1;"Zapatillas Nike Air Force 1 07
Zapatillas Nike Air Force 1 07";1.0;177999.0;147106.61;30892.39;0.0;0.0
FCB-06265-00001679;AS1012B271006_8.5_1;Zapatillas Asics Gt-2000 11 / Zapatillas Asics Gt-2000 11;-1.0;168999.0;-139668.6;0.0;0.0;0.0
FCB-06265-00001679;AS1012B271006_9_1;"Zapatillas Asics Gt-2000 11
Zapatillas Asics Gt-2000 11";1.0;168999.0;139668.6;0.0;0.0;0.0
FCB-06592-00016443;NIDX4816-001_10_1;Ojotas Nike Calm / Ojotas Nike Calm;-1.0;71499.0;-59090.08;0.0;0.0;0.0
FCB-06592-00016443;NIDX4816-001_11_1;"Ojotas Nike Calm
Ojotas Nike Calm";1.0;71499.0;59090.08;0.0;0.0;0.0
FCB-06228-00027301;UBU21EQ022-1841_U_1;Pack de medias Umbro Sports;1.0;4699.0;3883.47;815.53;0.0;0.0
FCB-06228-00027301;LONASS23901_39-45_1;"Pack De Medias Lotto Flow
Pack De Medias Lotto Flow";1.0;4299.0;3552.89;746.11;0.0;0.0
FCB-06228-00027302;PU378834-01_7_1;"Zapatillas Puma Cell Vive Intake
Zapatillas Puma Cell Vive Intake";1.0;89999.0;48346.57;10152.78;26032.77;0.0
FCB-06228-00027303;RI61692AA640_30_1;"Sandalias Rider Free Papete
Las Sandalias Rider Free Papete son perfectas para los más chicos. El agarre que proporcionan mejora gracias a las tiras de velcro; la suela de goma y espuma es liviana y duradera, además de mejorar la tracción, para que se sientan cómodos y seguros en t";1.0;18599.0;15371.07;3227.93;0.0;0.0
FCB-06227-00029401;LONIFW230242_L_1;Pantalon Lotto Athletica Due;1.0;24999.0;17561.28;3687.87;3099.05;0.0
FCB-06227-00029401;LONIFW230240_L_1;Remera Lotto Athletica Due;1.0;16999.0;11569.42;2429.58;2479.34;0.0
FCB-06474-00017693;NIFB2269-102_6_1;Zapatillas Jordan Stadium 90 / Zapatillas Jordan Stadium 90;-1.0;213999.0;-139718.36;-37140.32;0.0;0.0
FCB-06474-00017693;NIFB2269-102_6.5_1;"Zapatillas Jordan Stadium 90
Zapatillas Jordan Stadium 90";1.0;213999.0;139718.36;37140.32;0.0;0.0
FCB-06473-00020891;PU397073-02_6_1;"Zapatillas Puma Slipstream Eoc
Zapatillas Puma Slipstream Eoc";1.0;161999.0;133883.47;28115.53;0.0;0.0
FCB-06260-00020278;RI83331AD447_38_1;"Ojotas Rider Pool Iv
Ojotas Rider Pool Iv";1.0;16699.0;13800.83;2898.17;0.0;0.0
FCB-06260-00020279;TO59573_43_1;"Zapatillas Topper Terre
Sacale el máximo provecho a las Zapatillas Topper Terre, llevalas con vos cuando salís a trabajar y combinalas con tus mejores look a la hora de salir con amigos. La capellada en cuero sintético aportan durabilidad y un estilo en único. La suela de goma";1.0;51899.0;42891.74;9007.26;0.0;0.0
FCB-06260-00020279;AS1071A084403_10.5_1;"Zapatillas Asics Gel-Rebound
Las Zapatillas Asics Gel-Rebound ofrecen un calzado totalmente óptimo para mantener una concentración total en tus momentos de entrenamiento. Ofrecen estabilidad y sensación flexible. La parte superior está construida con materiales resistentes, para dar";1.0;90999.0;75205.78;15793.22;0.0;0.0
FCB-06260-00020279;UBU31AJ855-6577_XL_1;"Pantalon Umbro Salida 2022 Aaaj
Pantalon Umbro Salida 2022 Aaaj";1.0;22099.0;18263.64;3835.36;0.0;0.0
FCB-06227-00029419;TO165861_L_1;Remera Topper Full Print;1.0;25299.0;20908.26;4390.74;0.0;0.0
FCB-06227-00029419;PU847928-87_S_1;"Top Puma Essentials Crop Logo
Top Puma Essentials Crop Logo";1.0;23999.0;19833.88;4165.12;0.0;0.0
FCB-06227-00029419;LONIFW230310_XL_1;Short Lotto Fit;1.0;18499.0;12995.17;2728.98;2293.26;0.0
FCB-06228-00027362;PU892570-01_28-31_1;"Pack De Medias Puma Invisible
Pack De Medias Puma Invisible";1.0;4699.0;3883.47;815.53;0.0;0.0
FCB-06227-00029420;FI51A017X-5591_39_1;"Ojotas Fila Drifter Basic
Ojotas Fila Drifter Basic";1.0;34999.0;28924.79;6074.21;0.0;0.0
FCB-06228-00027363;TO25489_32_1;"Zapatillas Topper Boris
Zapatillas Topper Boris";1.0;46999.0;38842.15;8156.85;0.0;0.0
FCB-06227-00029421;NIDH3158-002_8_1;"Zapatillas Nike Court Vision Lo Nn
Zapatillas Nike Court";1.0;104999.0;86776.03;18222.97;0.0;0.0
FCB-06227-00029421;PU907947-01_35-39_1;Pack de Medias Puma Bwt Sneaker x2;1.0;5899.0;4875.21;1023.79;0.0;0.0
FCB-06227-00029422;NIDC3729-103_6_1;"Zapatillas Nike Revolution 6 Next Nature
Zapatillas Nike Revolution 6 Next Nature";1.0;96999.0;80164.46;16834.54;0.0;0.0
FCB-06227-00029423;NIDH3158-002_7.5_1;"Zapatillas Nike Court Vision Lo Nn
Zapatillas Nike Court";1.0;104999.0;86776.03;18222.97;0.0;0.0
FCB-06228-00027103;ADDZ9416_M_1;"Pack de Medias adidas Piqui X3
¡Que nunca te falten los básicos! Lleva las Medias adidas Light Nosh x3, elaboradas con un largo hasta el tobillo para usarlas con todos tus calzados, un refuerzo tejido en el arco para mejorar la sujeción y una costura anatómica en la puntera que brinda";1.0;7499.0;6197.52;1301.48;0.0;0.0
FCB-06228-00027103;PU523898-34_S_1;"Remera Puma Run Favorite
Remeras Puma Run Favorite";1.0;27999.0;16197.77;3401.53;6941.9;0.0
FCB-06228-00027103;NICU5992-635_M_1;Remera Nike Dri-Fit Miler;1.0;41999.0;24296.94;5102.36;10412.98;0.0
FCB-06416-00019154;TO85156_28_1;"Zapatillas Topper Lambi
Las Zapatillas Topper Lambi, un diseño ideal para que los primeros pasos sean cómodos y seguros. Con capellada de mesh con detalles en cuero sintético y cordones. La suela de eva blanca, ultraliviana, súper cómoda y versátil. Una propuesta deportiva para";1.0;43199.0;35701.65;7497.35;0.0;0.0
FCB-06419-00018094;URNIFW232072_M_1;Campera Urbo Old School;1.0;14999.0;9916.69;2082.51;2479.18;0.0
FCB-06262-00035035;NICW4554-001_9_1;Zapatillas Nike Air Max Sc;1.0;119999.0;99172.73;20826.27;0.0;0.0
FCB-06417-00017884;LONASS23901_39-45_1;"Pack De Medias Lotto Flow
Pack De Medias Lotto Flow";1.0;4299.0;3552.89;746.11;0.0;0.0
FCB-06417-00017884;AM21130941AC_33_1;"Zapatillas Atomik Nasau-xz
Zapatillas Atomik Nasau-xz";1.0;36899.0;30495.04;6403.96;0.0;0.0
FCB-06417-00017884;TO25910_42_1;"Botines Topper San Ciro V Fg
Los Botines Topper San Ciro V Fg tienen una capellada de cuero sintético con costuras para mayor durabilidad y agarre y una plantilla y suela livianas y flexibles para mayor rendimiento. Lucite en la cancha con mayor precisión y control.";1.0;51699.0;42726.45;8972.55;0.0;0.0
FCB-06417-00017884;UBU23W12-888_U_1;"Mochila Umbro Bi-color
Mochila Umbro Bi-color";1.0;15999.0;13222.31;2776.69;0.0;0.0
FCB-06416-00019152;PU385033-01_9_1;Ojotas Puma Popcat 20 / Ojotas Puma Popcat 20;-1.0;34999.0;-15995.22;-4251.89;0.0;0.0
FCB-06416-00019152;PU385033-01_11_1;"Ojotas Puma Popcat 20
Las Ojotas Puma Popcat 20 están desarrolladas para todo el día. Si hacés natación o practicas deportes al aire libre, te acompañan en la previa y el post partido. Ideales también para el hogar, gracias a su suela cómoda que se ajustan a tu pie y permiten";1.0;34999.0;15995.22;4251.89;12929.57;0.0
FCB-06591-00017399;PU621315-02_M_1;Remera Puma Classics Oversized / Remera Puma Classics Oversized;-1.0;45999.0;-38015.7;-7983.3;0.0;0.0
FCB-06591-00017399;NIFD4149-100_M_1;"Remera Nike Essentials
Remera Nike Essentials";1.0;48799.0;40329.75;8469.25;0.0;0.0
FCB-06262-00035041;LONIFW22161_XS_1;Calza Lotto Smart / Calza Lotto Smart;-2.0;9999.0;-11569.09;-2429.51;0.0;0.0
FCB-06262-00035041;LONIFW230275_S_1;Pollera Lotto Ac Fit / Pollera Lotto Ac Fit;-1.0;19499.0;-12086.16;-2538.09;0.0;0.0
FCB-06228-00027340;PU906807-15_1_1;"Pack de medias Puma Invisible
El pack de medias Puma Invisible Sneakers está confeccionado en algodón, poliamida y elastano para una máxima comodidad y libertad de movimiento en todo el día. Contiene 3 pares de medias con el logo PUMA Cat que te acompañarán en cualquier actividad que";1.0;6399.0;5288.43;1110.57;0.0;0.0
FCA-06260-00000174;OHG-F;"oh! Gift Card Fisica
oh!GiftCardFisica";1.0;50000.0;41322.3;10743.73;0.0;0.0
FCA-06260-00000174;OHG-F;"oh! Gift Card Fisica
oh!GiftCardFisica";1.0;50000.0;41322.31;10743.81;0.0;0.0
FCA-06260-00000174;OHG-F;"oh! Gift Card Fisica
oh!GiftCardFisica";1.0;50000.0;41322.31;10743.81;0.0;0.0
FCA-06260-00000174;OHG-F;"oh! Gift Card Fisica
oh!GiftCardFisica";1.0;50000.0;41322.31;10743.81;0.0;0.0
