"INVOICENUMBER";"invoicedate";"TOTALINVOICEAMOUNT";"TOTALTAXAMOUNT";"TOTALCHARGEAMOUNT";"INVOICECUSTOMERACCOUNTNUMBER";"INVOICEADDRESSCITY";"WAREHOUSE"
FCB-06382-00013898;2024-02-03 00:00:00.000;43898.0;7618.66;0.0;CL-2058077;"";"003"
FCB-06382-00013899;2024-02-03 00:00:00.000;89999.0;15619.66;0.0;CL-2725566;"";"003"
FCB-06382-00013900;2024-02-03 00:00:00.000;16099.0;2794.04;0.0;CL-2725582;"";"003"
FCB-06382-00013901;2024-02-03 00:00:00.000;78497.0;13623.45;0.0;CL-2725968;"";"003"
FCB-06382-00013902;2024-02-03 00:00:00.000;16201.5;2811.83;0.0;CL-2726090;"";"003"
FCB-06382-00013903;2024-02-03 00:00:00.000;12699.0;2203.96;0.0;CL-1186411;"";"003"
FCB-06382-00013904;2024-02-03 00:00:00.000;57499.0;9979.17;0.0;CL-2726123;"";"003"
FCB-06382-00013905;2024-02-03 00:00:00.000;91999.0;15966.77;0.0;CL-2726230;"";"003"
FCB-06382-00013906;2024-02-03 00:00:00.000;32499.0;5640.32;0.0;CL-2726327;"";"003"
FCB-06382-00013909;2024-02-03 00:00:00.000;87500.0;15185.95;0.0;CL-2726327;"";"003"
FCB-06382-00013910;2024-02-03 00:00:00.000;75998.0;13189.74;0.0;CL-2309622;"";"003"
FCB-06382-00013911;2024-02-03 00:00:00.000;24999.0;4338.67;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013912;2024-02-03 00:00:00.000;5899.0;1023.79;0.0;CL-2727547;"";"003"
FCB-06382-00013913;2024-02-05 00:00:00.000;49699.0;8625.45;0.0;CL-2704960;"";"003"
FCB-06382-00013914;2024-02-05 00:00:00.000;14909.0;2587.51;0.0;CL-2732917;"";"003"
FCB-06382-00013915;2024-02-05 00:00:00.000;34999.0;6074.21;0.0;CL-2732927;"";"003"
FCB-06382-00013916;2024-02-05 00:00:00.000;48199.0;8365.12;0.0;CL-2732956;"";"003"
FCB-06382-00013918;2024-02-05 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013919;2024-02-05 00:00:00.000;8819.3;1530.62;0.0;CL-000462;"";"003"
FCB-06382-00013921;2024-02-05 00:00:00.000;17279.0;2998.83;0.0;CL-2733689;"";"003"
FCB-06382-00013922;2024-02-05 00:00:00.000;11599.0;2013.05;0.0;CL-2454704;"";"003"
FCB-06382-00013923;2024-02-05 00:00:00.000;28473.3;4941.65;0.0;CL-2660537;"";"003"
FCB-06382-00013925;2024-02-05 00:00:00.000;35697.3;6195.4;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013927;2024-02-05 00:00:00.000;12299.0;2134.54;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013929;2024-02-05 00:00:00.000;119999.0;20826.27;0.0;CL-2735126;"";"003"
FCB-06382-00013930;2024-02-05 00:00:00.000;58999.0;10239.5;0.0;CL-2735139;"";"003"
FCB-06382-00013931;2024-02-05 00:00:00.000;69799.0;12113.88;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013933;2024-02-05 00:00:00.000;40298.15;6993.89;0.0;CL-2286466;"";"003"
FCB-06382-00013934;2024-02-05 00:00:00.000;114999.0;19958.5;0.0;CL-2735372;"";"003"
FCB-06382-00013935;2024-02-05 00:00:00.000;12699.0;2203.96;0.0;CL-0650314;"";"003"
FCB-06382-00013936;2024-02-05 00:00:00.000;39599.45;6872.63;0.0;CL-2735505;"";"003"
FCB-06382-00013937;2024-02-05 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013939;2024-02-05 00:00:00.000;15099.0;2620.49;0.0;CL-2736392;"";"003"
FCB-06382-00013967;2024-02-07 00:00:00.000;2299.0;399.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013968;2024-02-07 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013969;2024-02-07 00:00:00.000;16699.0;2898.17;0.0;CL-2741770;"";"003"
FCB-06382-00013970;2024-02-07 00:00:00.000;109999.0;19090.74;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013971;2024-02-07 00:00:00.000;15999.0;2776.69;0.0;CL-2381005;"";"003"
FCB-06382-00013972;2024-02-07 00:00:00.000;8699.0;1509.74;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013973;2024-02-07 00:00:00.000;35047.15;6082.56;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013974;2024-02-07 00:00:00.000;129999.0;22561.81;0.0;CL-2742553;"";"003"
FCB-06382-00013976;2024-02-07 00:00:00.000;10239.2;1777.05;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013940;2024-02-06 00:00:00.000;20999.0;3644.45;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013941;2024-02-06 00:00:00.000;52499.25;9111.44;0.0;CL-2737391;"";"003"
FCB-06382-00013943;2024-02-06 00:00:00.000;16099.0;2794.04;0.0;CL-2737743;"";"003"
FCB-06382-00013944;2024-02-06 00:00:00.000;3699.0;641.98;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013945;2024-02-06 00:00:00.000;70096.4;12165.49;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013946;2024-02-06 00:00:00.000;53999.4;9371.8;0.0;CL-2737959;"";"003"
FCB-06382-00013947;2024-02-06 00:00:00.000;6000.0;1041.32;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013950;2024-02-06 00:00:00.000;1798.0;312.05;0.0;CL-0923366;"";"003"
FCB-06382-00013951;2024-02-06 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013952;2024-02-06 00:00:00.000;14450.15;2507.88;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013953;2024-02-06 00:00:00.000;1899.0;329.58;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013954;2024-02-06 00:00:00.000;9200.0;1596.69;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013955;2024-02-06 00:00:00.000;119999.0;20826.27;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013956;2024-02-06 00:00:00.000;118298.0;20531.06;0.0;CL-2738960;"";"003"
FCB-06382-00013957;2024-02-06 00:00:00.000;6599.0;1145.28;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013958;2024-02-06 00:00:00.000;5798.0;1006.26;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013959;2024-02-06 00:00:00.000;113999.0;19784.95;0.0;CL-0079948;"";"003"
FCB-06382-00013960;2024-02-06 00:00:00.000;86298.0;14977.34;0.0;CL-2739609;SAN ISIDRO;"003"
FCB-06382-00013961;2024-02-06 00:00:00.000;2798.0;485.6;0.0;CL-1151051;"";"003"
FCB-06382-00013964;2024-02-06 00:00:00.000;41798.0;7254.2;0.0;CL-0103877;BECCAR;"003"
FCB-06382-00013965;2024-02-06 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013966;2024-02-06 00:00:00.000;24599.0;4269.25;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013977;2024-02-07 00:00:00.000;17279.0;2998.83;0.0;CL-0007816;SAN ISIDRO;"003"
FCB-06382-00013978;2024-02-07 00:00:00.000;18299.0;3175.86;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013979;2024-02-07 00:00:00.000;7699.0;1336.19;0.0;CL-0639628;"";"003"
FCB-06382-00013980;2024-02-07 00:00:00.000;142999.0;24818.01;0.0;CL-2742918;"";"003"
FCB-06382-00013981;2024-02-07 00:00:00.000;12999.0;2256.02;0.0;CL-0988572;"";"003"
FCB-06382-00013982;2024-02-07 00:00:00.000;74999.4;13016.42;0.0;CL-2743043;"";"003"
FCB-06382-00013983;2024-02-07 00:00:00.000;93498.35;16226.99;0.0;CL-2743141;"";"003"
FCB-06382-00013984;2024-02-07 00:00:00.000;118398.0;20548.41;0.0;CL-2743191;"";"003"
FCB-06382-00013986;2024-02-07 00:00:00.000;5299.0;919.66;0.0;CL-2743502;"";"003"
FCB-06382-00013989;2024-02-07 00:00:00.000;7999.0;1388.26;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013990;2024-02-07 00:00:00.000;16149.15;2802.75;0.0;CL-0416205;"";"003"
FCB-06382-00013991;2024-02-07 00:00:00.000;49999.0;8677.51;0.0;CL-2342857;"";"003"
FCB-06382-00013992;2024-02-07 00:00:00.000;36398.0;6317.01;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013993;2024-02-07 00:00:00.000;27799.45;4824.7;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013994;2024-02-07 00:00:00.000;129999.0;22561.81;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013995;2024-02-07 00:00:00.000;12699.0;2203.96;0.0;CL-2744358;"";"003"
FCB-06382-00013996;2024-02-07 00:00:00.000;10849.0;1882.88;0.0;CL-2744358;"";"003"
FCB-06382-00013997;2024-02-07 00:00:00.000;44398.0;7705.44;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013998;2024-02-07 00:00:00.000;4699.0;815.53;0.0;CL-9999999;Tigre;"003"
FCB-06382-00013999;2024-02-07 00:00:00.000;4699.0;815.53;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014000;2024-02-07 00:00:00.000;4699.0;815.53;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014021;2024-02-09 00:00:00.000;34997.5;6073.95;0.0;CL-0187595;"";"003"
FCB-06382-00014022;2024-02-09 00:00:00.000;7499.0;1301.48;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014023;2024-02-09 00:00:00.000;67996.0;11800.96;0.0;CL-2728895;"";"003"
FCB-06382-00014024;2024-02-09 00:00:00.000;100096.4;17372.1;0.0;CL-2732175;"";"003"
FCB-06382-00014001;2024-02-08 00:00:00.000;37196.2;6455.54;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014002;2024-02-08 00:00:00.000;42379.66;7355.15;9836.08;CL-2160482;"";"003"
FCB-06382-00014003;2024-02-08 00:00:00.000;34999.0;6074.21;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014004;2024-02-08 00:00:00.000;177999.0;30892.39;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014005;2024-02-08 00:00:00.000;28362.81;4922.47;0.0;CL-000209;"";"003"
FCB-06382-00014007;2024-02-08 00:00:00.000;115238.2;20000.02;0.0;CL-0564770;"";"003"
FCB-06382-00014008;2024-02-08 00:00:00.000;12998.0;2255.85;0.0;CL-0564770;"";"003"
FCB-06382-00014009;2024-02-08 00:00:00.000;30999.0;5379.99;0.0;CL-0650040;"";"003"
FCB-06382-00014010;2024-02-08 00:00:00.000;16699.0;2898.17;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014011;2024-02-08 00:00:00.000;42999.0;7462.64;0.0;CL-2747824;"";"003"
FCB-06382-00014012;2024-02-08 00:00:00.000;899.0;156.02;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014013;2024-02-08 00:00:00.000;19349.75;3358.22;0.0;CL-2179212;"";"003"
FCB-06382-00014015;2024-02-08 00:00:00.000;7499.0;1301.48;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014017;2024-02-08 00:00:00.000;28898.4;5015.42;0.0;CL-2748721;"";"003"
FCB-06382-00014018;2024-02-08 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014019;2024-02-08 00:00:00.000;12699.0;2203.96;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014020;2024-02-08 00:00:00.000;71999.4;12495.76;0.0;CL-0844383;"";"003"
FCB-06382-00014025;2024-02-09 00:00:00.000;12199.0;2117.18;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014026;2024-02-09 00:00:00.000;59999.0;10413.05;0.0;CL-2751473;"";"003"
FCB-06382-00014027;2024-02-09 00:00:00.000;6099.0;1058.5;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014028;2024-02-09 00:00:00.000;54999.0;9545.28;0.0;CL-2752007;"";"003"
FCB-06382-00014029;2024-02-09 00:00:00.000;4399.0;763.46;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014030;2024-02-09 00:00:00.000;99999.0;17355.2;0.0;CL-2752469;"";"003"
FCB-06382-00014030;2024-02-09 00:00:00.000;25000.0;4338.84;0.0;CL-2679447;"";"003"
FCB-06382-00014032;2024-02-09 00:00:00.000;20999.0;3644.45;0.0;CL-2752640;"";"003"
FCB-06382-00014033;2024-02-09 00:00:00.000;15999.0;2776.69;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014034;2024-02-09 00:00:00.000;85998.0;14925.27;0.0;CL-1536858;"";"003"
FCB-06382-00014035;2024-02-09 00:00:00.000;52899.0;9180.82;0.0;CL-2753170;"";"003"
FCB-06382-00014036;2024-02-09 00:00:00.000;3849.3;668.06;0.0;CL-000209;"";"003"
FCB-06382-00014037;2024-02-09 00:00:00.000;13199.0;2290.74;0.0;CL-2429032;"";"003"
FCB-06382-00014038;2024-02-09 00:00:00.000;6499.0;1127.93;0.0;CL-2753921;"";"003"
FCB-06382-00014039;2024-02-09 00:00:00.000;59999.0;10413.05;0.0;CL-2753971;"";"003"
FCB-06382-00014041;2024-02-09 00:00:00.000;79995.0;13883.43;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014042;2024-02-09 00:00:00.000;9499.0;1648.59;0.0;CL-1326660;"";"003"
FCB-06382-00014043;2024-02-09 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014064;2024-02-13 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014065;2024-02-13 00:00:00.000;5199.0;902.31;0.0;CL-0840571;"";"003"
FCB-06382-00014066;2024-02-13 00:00:00.000;80599.0;13988.26;0.0;CL-0432544;"";"003"
FCB-06382-00014067;2024-02-13 00:00:00.000;47998.0;8330.23;0.0;CL-0957729;"";"003"
FCB-06382-00014069;2024-02-13 00:00:00.000;28499.0;4946.11;0.0;CL-2234734;"";"003"
FCB-06382-00014070;2024-02-13 00:00:00.000;50498.0;8764.12;0.0;CL-2503713;"";"003"
FCB-06382-00014071;2024-02-13 00:00:00.000;62899.0;10916.36;0.0;CL-2772227;"";"003"
FCB-06382-00014072;2024-02-13 00:00:00.000;8398.0;1457.5;0.0;CL-2772300;"";"003"
FCB-06382-00014073;2024-02-13 00:00:00.000;7499.0;1301.48;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014045;2024-02-10 00:00:00.000;119999.0;20826.27;0.0;CL-2756233;"";"003"
FCB-06382-00014047;2024-02-10 00:00:00.000;80599.0;13988.26;0.0;CL-2756949;"";"003"
FCB-06382-00014048;2024-02-10 00:00:00.000;102999.0;17875.86;0.0;CL-0233511;BECCAR;"003"
FCB-06382-00014049;2024-02-10 00:00:00.000;14998.0;2602.96;0.0;CL-2757441;"";"003"
FCB-06382-00014050;2024-02-10 00:00:00.000;899.0;156.02;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014051;2024-02-10 00:00:00.000;7199.0;1249.41;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014052;2024-02-10 00:00:00.000;13899.0;2412.22;0.0;CL-1941402;"";"003"
FCB-06382-00014053;2024-02-10 00:00:00.000;59596.0;10343.11;0.0;CL-0021137;BECCAR;"003"
FCB-06382-00014055;2024-02-10 00:00:00.000;65998.0;11454.2;0.0;CL-2759419;"";"003"
FCB-06382-00014057;2024-02-10 00:00:00.000;47099.0;8174.21;0.0;CL-0007816;SAN ISIDRO;"003"
FCB-06382-00014059;2024-02-10 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014060;2024-02-10 00:00:00.000;177999.0;30892.39;0.0;CL-2760369;"";"003"
FCB-06382-00014061;2024-02-10 00:00:00.000;55598.0;9649.24;0.0;CL-2760387;"";"003"
FCB-06382-00014062;2024-02-10 00:00:00.000;52098.0;9041.8;0.0;CL-1014220;"";"003"
FCB-06382-00014063;2024-02-10 00:00:00.000;20999.0;3644.45;0.0;CL-0275984;"";"003"
FCB-06382-00014074;2024-02-13 00:00:00.000;55499.0;9632.06;0.0;CL-1189524;"";"003"
FCB-06382-00014075;2024-02-13 00:00:00.000;4248.75;737.39;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014076;2024-02-13 00:00:00.000;5899.0;1023.79;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014077;2024-02-13 00:00:00.000;88299.0;15324.62;0.0;CL-0416548;"";"003"
FCB-06382-00014108;2024-02-15 00:00:00.000;3499.0;607.26;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014109;2024-02-15 00:00:00.000;53999.4;9371.8;0.0;CL-2781109;"";"003"
FCB-06382-00014110;2024-02-15 00:00:00.000;56197.0;9753.2;0.0;CL-2712530;"";"003"
FCB-06382-00014111;2024-02-15 00:00:00.000;102999.0;17875.86;0.0;CL-2781268;"";"003"
FCB-06382-00014112;2024-02-15 00:00:00.000;62499.0;10846.93;0.0;CL-2781268;"";"003"
FCB-06382-00014113;2024-02-15 00:00:00.000;144797.0;25130.06;0.0;CL-1073486;"";"003"
FCB-06382-00014115;2024-02-15 00:00:00.000;72437.6;12571.81;0.0;CL-2781418;"";"003"
FCB-06382-00014116;2024-02-15 00:00:00.000;12699.0;2203.96;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014117;2024-02-15 00:00:00.000;45799.0;7948.59;0.0;CL-1808660;"";"003"
FCB-06382-00014121;2024-02-15 00:00:00.000;53999.4;9371.8;0.0;CL-0051064;SAN ISIDRO;"003"
FCB-06382-00014133;2024-02-15 00:00:00.000;6199.0;1075.86;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014078;2024-02-14 00:00:00.000;53999.4;9371.8;0.0;CL-2775721;"";"003"
FCB-06382-00014079;2024-02-14 00:00:00.000;44999.0;7809.74;0.0;CL-0666315;"";"003"
FCB-06382-00014080;2024-02-14 00:00:00.000;64848.55;11254.71;0.0;CL-0800132;"";"003"
FCB-06382-00014081;2024-02-14 00:00:00.000;89999.0;15619.66;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014082;2024-02-14 00:00:00.000;142999.0;24818.01;0.0;CL-0606078;"";"003"
FCB-06382-00014083;2024-02-14 00:00:00.000;98198.0;17042.63;0.0;CL-2776901;"";"003"
FCB-06382-00014085;2024-02-14 00:00:00.000;28999.0;5032.88;0.0;CL-2777380;"";"003"
FCB-06382-00014086;2024-02-14 00:00:00.000;36599.0;6351.89;0.0;CL-0650756;"";"003"
FCB-06382-00014087;2024-02-14 00:00:00.000;119999.0;20826.27;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014090;2024-02-14 00:00:00.000;16599.0;2880.82;0.0;CL-0533112;"";"003"
FCB-06382-00014091;2024-02-14 00:00:00.000;52277.3;9072.92;0.0;CL-2456699;"";"003"
FCB-06382-00014093;2024-02-14 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014094;2024-02-14 00:00:00.000;104498.0;18136.02;0.0;CL-2778977;"";"003"
FCB-06382-00014096;2024-02-14 00:00:00.000;58499.35;10152.78;0.0;CL-0051064;SAN ISIDRO;"003"
FCB-06382-00014097;2024-02-14 00:00:00.000;49999.0;8677.51;0.0;CL-2779303;"";"003"
FCB-06382-00014098;2024-02-14 00:00:00.000;10999.0;1908.92;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014099;2024-02-14 00:00:00.000;32499.35;5640.38;0.0;CL-0007816;SAN ISIDRO;"003"
FCB-06382-00014100;2024-02-14 00:00:00.000;79598.5;13814.62;0.0;CL-0075835;"";"003"
FCB-06382-00014101;2024-02-14 00:00:00.000;28999.0;5032.88;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014102;2024-02-14 00:00:00.000;18299.0;3175.86;0.0;CL-2779567;"";"003"
FCB-06382-00014103;2024-02-14 00:00:00.000;114999.0;19958.5;0.0;CL-2779655;"";"003"
FCB-06382-00014104;2024-02-14 00:00:00.000;99398.0;17250.89;0.0;CL-2779600;"";"003"
FCB-06382-00014105;2024-02-14 00:00:00.000;7199.0;1249.41;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014106;2024-02-14 00:00:00.000;57499.0;9979.17;0.0;CL-2779787;"";"003"
FCB-06382-00014107;2024-02-14 00:00:00.000;3499.0;607.26;0.0;CL-2780170;"";"003"
FCB-06382-00014149;2024-02-16 00:00:00.000;34999.0;6074.21;0.0;CL-2787001;"";"003"
FCB-06382-00014159;2024-02-16 00:00:00.000;23999.0;4165.12;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014174;2024-02-16 00:00:00.000;7399.0;1284.12;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014183;2024-02-17 00:00:00.000;59999.0;10413.05;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014206;2024-02-17 00:00:00.000;59999.0;10413.05;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014216;2024-02-17 00:00:00.000;8889.3;1542.77;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014252;2024-02-20 00:00:00.000;8498.0;1474.86;0.0;CL-2136553;"";"003"
FCB-06382-00014257;2024-02-20 00:00:00.000;7199.2;1249.45;0.0;CL-2806816;"";"003"
FCB-06382-00014267;2024-02-20 00:00:00.000;103998.4;18049.31;0.0;CL-2808091;"";"003"
FCB-06382-00014268;2024-02-20 00:00:00.000;70998.0;12321.97;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014274;2024-02-21 00:00:00.000;98298.25;17060.03;0.0;CL-0021270;BECCAR;"003"
FCB-06382-00014276;2024-02-21 00:00:00.000;74999.4;13016.42;0.0;CL-1595179;"";"003"
FCB-06382-00014283;2024-02-21 00:00:00.000;59999.0;10413.05;0.0;CL-1609181;"";"003"
FCB-06382-00014286;2024-02-21 00:00:00.000;52899.0;9180.82;0.0;CL-2811742;"";"003"
FCB-06382-00014304;2024-02-22 00:00:00.000;121498.0;21086.43;0.0;CL-2815050;"";"003"
FCB-06382-00014306;2024-02-22 00:00:00.000;126498.0;21954.2;0.0;CL-2815050;"";"003"
FCB-06382-00014310;2024-02-22 00:00:00.000;21598.2;3748.45;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014323;2024-02-23 00:00:00.000;126395.0;21936.32;0.0;CL-2819583;"";"003"
FCB-06382-00014337;2024-02-23 00:00:00.000;32499.5;5640.41;0.0;CL-0892152;"";"003"
FCB-06382-00014355;2024-02-24 00:00:00.000;53999.4;9371.8;0.0;CL-2649536;"";"003"
FCB-06382-00014377;2024-02-24 00:00:00.000;187598.2;32558.37;0.0;CL-2319267;"";"003"
FCB-06382-00014397;2024-02-26 00:00:00.000;32499.0;5640.32;0.0;CL-2835849;"";"003"
FCB-06382-00014401;2024-02-26 00:00:00.000;102298.0;17754.2;0.0;CL-2250824;"";"003"
FCB-06382-00014404;2024-02-26 00:00:00.000;113999.0;19784.95;0.0;CL-2837636;"";"003"
FCB-06382-00014409;2024-02-26 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014417;2024-02-27 00:00:00.000;53999.4;9371.8;0.0;CL-2507498;"";"003"
FCB-06382-00014419;2024-02-27 00:00:00.000;47318.84;8212.36;0.0;CL-000335;"";"003"
FCB-06382-00014421;2024-02-27 00:00:00.000;54498.0;9458.33;0.0;CL-1419147;"";"003"
FCB-06382-00014437;2024-02-27 00:00:00.000;139998.61;24297.28;0.0;CL-0064900;BECCAR;"003"
FCB-06382-00014439;2024-02-27 00:00:00.000;44099.0;7653.55;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014474;2024-02-28 00:00:00.000;49999.0;8677.51;0.0;CL-1133336;"";"003"
FCB-06382-00014483;2024-02-28 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014146;2024-02-16 00:00:00.000;49999.0;8677.51;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014147;2024-02-16 00:00:00.000;124498.0;21607.09;0.0;CL-0633439;"";"003"
FCB-06382-00014148;2024-02-16 00:00:00.000;25999.0;4512.22;0.0;CL-2786895;"";"003"
FCB-06382-00014150;2024-02-16 00:00:00.000;102999.0;17875.86;0.0;CL-2787117;"";"003"
FCB-06382-00014151;2024-02-16 00:00:00.000;71999.4;12495.76;0.0;CL-1009377;"";"003"
FCB-06382-00014152;2024-02-16 00:00:00.000;6999.0;1214.7;0.0;CL-1781554;"";"003"
FCB-06382-00014153;2024-02-16 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014154;2024-02-16 00:00:00.000;9130.0;1584.55;0.0;CL-2787591;"";"003"
FCB-06382-00014155;2024-02-16 00:00:00.000;64999.0;11280.82;0.0;CL-2787369;"";"003"
FCB-06382-00014156;2024-02-16 00:00:00.000;74999.0;13016.36;0.0;CL-2787766;"";"003"
FCB-06382-00014118;2024-02-15 00:00:00.000;55497.0;9631.71;0.0;CL-2781587;"";"003"
FCB-06382-00014119;2024-02-15 00:00:00.000;6859.3;1190.46;0.0;CL-2137886;"";"003"
FCB-06382-00014120;2024-02-15 00:00:00.000;28999.0;5032.88;0.0;CL-2012293;"";"003"
FCB-06382-00014122;2024-02-15 00:00:00.000;28049.15;4868.03;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014123;2024-02-15 00:00:00.000;44248.25;7679.45;0.0;CL-2782446;"";"003"
FCB-06382-00014124;2024-02-15 00:00:00.000;44999.0;7809.74;0.0;CL-2782809;"";"003"
FCB-06382-00014125;2024-02-15 00:00:00.000;7399.0;1284.12;0.0;CL-0432874;"";"003"
FCB-06382-00014126;2024-02-15 00:00:00.000;61748.35;10716.66;0.0;CL-2782898;"";"003"
FCB-06382-00014127;2024-02-15 00:00:00.000;74699.0;12964.29;0.0;CL-2235403;"";"003"
FCB-06382-00014128;2024-02-15 00:00:00.000;15498.0;2689.74;0.0;CL-2495637;"";"003"
FCB-06382-00014129;2024-02-15 00:00:00.000;119999.0;20826.27;0.0;CL-1445649;"";"003"
FCB-06382-00014130;2024-02-15 00:00:00.000;21899.0;3800.65;0.0;CL-2783253;"";"003"
FCB-06382-00014131;2024-02-15 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014132;2024-02-15 00:00:00.000;47997.0;8330.06;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014134;2024-02-15 00:00:00.000;9239.3;1603.51;0.0;CL-000335;"";"003"
FCB-06382-00014135;2024-02-15 00:00:00.000;37799.58;6560.26;0.0;CL-000190;"";"003"
FCB-06382-00014136;2024-02-15 00:00:00.000;6798.0;1179.82;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014137;2024-02-15 00:00:00.000;44999.0;7809.74;0.0;CL-2784110;"";"003"
FCB-06382-00014138;2024-02-15 00:00:00.000;32499.5;5640.41;0.0;CL-2370164;"";"003"
FCB-06382-00014139;2024-02-15 00:00:00.000;25996.0;4511.7;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014140;2024-02-15 00:00:00.000;20999.0;3644.45;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014141;2024-02-15 00:00:00.000;112498.0;19524.45;0.0;CL-1097011;"";"003"
FCB-06382-00014142;2024-02-15 00:00:00.000;19798.0;3436.02;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014143;2024-02-15 00:00:00.000;46199.0;8018.01;0.0;CL-2785186;"";"003"
FCB-06382-00014144;2024-02-15 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"003"
FCB-06382-00014145;2024-02-15 00:00:00.000;53999.4;9371.8;0.0;CL-9999999;Tigre;"003"
